text;group;groupText;masked_text
Bireysel emeklilik, %25 devlet katkisi ve dusuk kesintilerle artik cok daha avantajli! Hemen bir Garanti subesine gelin, geleceginize bugunden yon verin.Bilgi icin:<PHONE>;1;Promosyon;Bireysel emeklilik, <PERCENT> devlet katkisi ve dusuk kesintilerle artik cok daha avantajli! Hemen bir Garanti subesine gelin, geleceginize bugunden yon verin.Bilgi icin:<PHONE>
Avea Online Islemler Mobil Uygulamasi ile işlemlerinizi dilediginiz yerden, data kullanim ucreti odemeden aninda gerceklestirebilirsiniz. <URL>;1;Promosyon;Avea Online Islemler Mobil Uygulamasi ile işlemlerinizi dilediginiz yerden, data kullanim ucreti odemeden aninda gerceklestirebilirsiniz. <URL>
Ya ben rüyamda görmedim ama dündü sanırım napıo bu kız diye facebooka falan bakmıştım;2;Normal;Ya ben rüyamda görmedim ama dündü sanırım napıo bu kız diye facebooka falan bakmıştım
Zeynebim çok teşekkür ederiz, ellerine sağlık. Çok çok güzeldi :);2;Normal;Zeynebim çok teşekkür ederiz, ellerine sağlık. Çok çok güzeldi :)
Yilbasinda 60TL bonus! Market,benzin,giyim,elektronikteki Garanti POS'larinda 100TL'lik ilk 4 işleme 5'er TL, 5.'ye 25TL, toplam 45 TL bonus! Ustelik Bonus Flas'tan katilirsan son işleme 25 yerine 40TL, toplam 60TL bonus! ;1;Promosyon;Yilbasinda <PRICE> bonus! Market,benzin,giyim,elektronikteki Garanti POS'larinda <PRICE>'lik ilk 4 işleme 5'er TL, 5.'ye <PRICE>, toplam <PRICE> bonus! Ustelik Bonus Flas'tan katilirsan son işleme 25 yerine <PRICE>, toplam <PRICE> bonus! 
Telekom hesabınızda şüpheli aktivite: ceza işlemi başlatıldı. Hemen kontrol edin: <URL>;0;Dolandiricilik;Telekom hesabınızda şüpheli aktivite: ceza işlemi başlatıldı. Hemen kontrol edin: <URL>
Son çağrı: Gümrük Müdürlüğü - kargonuz iade edildi. 1 hafta içinde cevap vermezseniz adli işlem başlatılacak. Link: <URL>;0;Dolandiricilik;Son çağrı: Gümrük Müdürlüğü - kargonuz iade edildi. 1 hafta içinde cevap vermezseniz adli işlem başlatılacak. Link: <URL>
Internet veya Cep Subesi'ne giris yaptiniz, 25 Apple TV ve iPhone 6S icin cekilise katilmaya hak kazandiniz. Detaylar garanti<URL>;1;Promosyon;Internet veya Cep Subesi'ne giris yaptiniz, 25 Apple TV ve iPhone 6S icin cekilise katilmaya hak kazandiniz. Detaylar garanti<URL>
World'e ozel 75 TL'ye varan Worldpuan sizi bekliyor. World kartinizla alisveris yapin, Worldpuan firsatini kacirmayin. <URL>;1;Promosyon;World'e ozel <PRICE>'ye varan Worldpuan sizi bekliyor. World kartinizla alisveris yapin, Worldpuan firsatini kacirmayin. <URL>
Bu geç kahvaltı  :) Hani otellerde oluyor ya :);2;Normal;Bu geç kahvaltı  :) Hani otellerde oluyor ya :)
Tüm otellerde ve turlarda gecerli en uygun fiyatlara ek %10 indirim kodunuz: SF16NY <URL>;1;Promosyon;Tüm otellerde ve turlarda gecerli en uygun fiyatlara ek <PERCENT> indirim kodunuz: SF16NY <URL>
"Memo bu ay için biraz borç verebilir misin?? Gelecek ay veririm ;)";2;Normal;"Memo bu ay için biraz borç verebilir misin?? Gelecek ay veririm ;)"
İyiyim teyzem merak ettim seni;2;Normal;İyiyim teyzem merak ettim seni
Çoook teşekkürler. Ayşeciş günümüz kutlu olsun;2;Normal;Çoook teşekkürler. Ayşeciş günümüz kutlu olsun
Abonelik ödemeniz alınamadı. Kart bilgilerinizi güncellemezseniz hizmetiniz iptal edilir: <URL>;0;Dolandiricilik;Abonelik ödemeniz alınamadı. Kart bilgilerinizi güncellemezseniz hizmetiniz iptal edilir: <URL>
Kargo şirketi bildirimi: Kimlik doğrulama eksik. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>;0;Dolandiricilik;Kargo şirketi bildirimi: Kimlik doğrulama eksik. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>
Son çağrı: SGK - aboneliğiniz iptal edilecek. bugün cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Tel: <PHONE>;0;Dolandiricilik;Son çağrı: SGK - aboneliğiniz iptal edilecek. bugün cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Tel: <PHONE>
Arka kisa ön uzunmu yaptin;2;Normal;Arka kisa ön uzunmu yaptin
TOKİ başvurunuzda ödeme adımının tamamlanması gerekmektedir <URL>;0;Dolandiricilik;TOKİ başvurunuzda ödeme adımının tamamlanması gerekmektedir <URL>
Ucretsiz 100 MB Internet kazanmak icin 30 TL yuklemeniz yeterli. 3 gun icerisinde en az 30 TL yukleme yapin, 1 ay boyunca kullanabileceginiz 100 MB internetiniz olsun.;1;Promosyon;Ucretsiz 100 MB Internet kazanmak icin <PRICE> yuklemeniz yeterli. 3 gun icerisinde en az <PRICE> yukleme yapin, 1 ay boyunca kullanabileceginiz 100 MB internetiniz olsun.
Son çağrı: E-Devlet - hesabınız bloke edildi. 1 hafta içinde cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Link: <URL>;0;Dolandiricilik;Son çağrı: E-Devlet - hesabınız bloke edildi. 1 hafta içinde cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Link: <URL>
TOKİ konut başvurusu için ödeme işlemini gerçekleştirmek üzere <URL>;0;Dolandiricilik;TOKİ konut başvurusu için ödeme işlemini gerçekleştirmek üzere <URL>
Bonus Amex'le 30TL'ye varan bonus! 5-30 Kasim arasinda tek seferde 50TL ve uzeri harcadiginiz hergune 10TL,toplam 30TL bonus! 3340'a DAHA yaz,gonder bonus<URL>;1;Promosyon;Bonus Amex'le <PRICE>'ye varan bonus! 5-30 Kasim arasinda tek seferde <PRICE> ve uzeri harcadiginiz hergune <PRICE>,toplam <PRICE> bonus! 3340'a DAHA yaz,gonder bonus<URL>
Canım benim annemler var bi de öğrt günü yemeğimiz var;2;Normal;Canım benim annemler var bi de öğrt günü yemeğimiz var
uyarı! Mobil Operatör  gümrükte bekliyor. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Mobil Operatör  gümrükte bekliyor. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>
Kampanya: Gillette Mach3 12'li Yedek Tıraş Bıçağı sadece 39,99 TL! <URL>;1;Promosyon;Kampanya: Gillette Mach3 12'li Yedek Tıraş Bıçağı sadece <PRICE>! <URL>
Son çağrı: Vergi Dairesi - kimlik doğrulama eksik. hemen cevap vermezseniz adli işlem başlatılacak. Link: <URL>;0;Dolandiricilik;Son çağrı: Vergi Dairesi - kimlik doğrulama eksik. hemen cevap vermezseniz adli işlem başlatılacak. Link: <URL>
CarrefourSA Kart ile sepetiniz TL puanla dolsun! 5-6 Aralik'da secili urunlerde 200TL puan firsati! Bilgi:<PHONE>;1;Promosyon;CarrefourSA Kart ile sepetiniz TL puanla dolsun! 5-6 Aralik'da secili urunlerde <PRICE> puan firsati! Bilgi:<PHONE>
Evet güzelim geldim :) Almanya'dan ablam geldi bütün aile toplaştık özlemişim iyi geldi.;2;Normal;Evet güzelim geldim :) Almanya'dan ablam geldi bütün aile toplaştık özlemişim iyi geldi.
Telekom: aboneliğiniz iptal edilecek. Dosya no: 609232. hukuki süreç başlatılacaktır. Detay: Tel: <PHONE>;0;Dolandiricilik;Telekom: aboneliğiniz iptal edilecek. Dosya no: 609232. hukuki süreç başlatılacaktır. Detay: Tel: <PHONE>
Yeni yıl hediyesi! 1-2-3 Ocak'ta Koşulsuz Şartsız KARGO BEDAVA! tozlu<URL> Sms iptali için Tozlu yaz 5306'ya gönder. Mersis:<PHONE>;1;Promosyon;Yeni yıl hediyesi! 1-2-3 Ocak'ta Koşulsuz Şartsız KARGO BEDAVA! tozlu<URL> Sms iptali için Tozlu yaz 5306'ya gönder. Mersis:<PHONE>
Polaris'ten Anneler Gunu'ne ozel firsat!10 Mayis'a kadar yeni sezon urunlerinden 100 TL ve uzeri alisverise inci kupe kolye seti hediye. Detaylar polaris.gen.tr;1;Promosyon;Polaris'ten Anneler Gunu'ne ozel firsat!10 Mayis'a kadar yeni sezon urunlerinden <PRICE> ve uzeri alisverise inci kupe kolye seti hediye. Detaylar polaris.gen.tr
Ozel Mart kampanyasinda son 5 GUN!!! IHTIYAC AKADEMI (<PHONE>;1;Promosyon;Ozel Mart kampanyasinda son 5 GUN!!! IHTIYAC AKADEMI (<PHONE>
uygun olunca çaldır <PHONE>;2;Normal;uygun olunca çaldır <PHONE>
Bankamız: hesabınızdan yetkisiz çekim. adli işlem başlatılacak. Detay: <URL>;0;Dolandiricilik;Bankamız: hesabınızdan yetkisiz çekim. adli işlem başlatılacak. Detay: <URL>
Macera ütopik bi evrende geciyor;2;Normal;Macera ütopik bi evrende geciyor
KAMPANYA: DOMINOS'TA BUGUNE OZEL 2 ADET ORTA BOY KARISK PIZZA SADECE 27,90 TL FIRSATI KACIRMA HEMEN ARA <PHONE>;1;Promosyon;KAMPANYA: DOMINOS'TA BUGUNE OZEL 2 ADET ORTA BOY KARISK PIZZA SADECE <PRICE> FIRSATI KACIRMA HEMEN ARA <PHONE>
"Tekrar doğum günün kutlu olsun kardeşim nice mutlu yılara ;))";2;Normal;"Tekrar doğum günün kutlu olsun kardeşim nice mutlu yılara ;))"
DIGITURKTE FIRSAT! 1TL DAHI KURULUM UCRETI ODEMEDEN 180KANAL+AYDA 1000 FILM SADECE 19TL HEMEN ARAYANA HD BEDAVA YETISKIN VE DIZI PAKET+LIGTV HEDIYE <PHONE>;1;Promosyon;DIGITURKTE FIRSAT! <PRICE> DAHI KURULUM UCRETI ODEMEDEN 180KANAL+AYDA 1000 FILM SADECE <PRICE> HEMEN ARAYANA HD BEDAVA YETISKIN VE DIZI PAKET+LIGTV HEDIYE <PHONE>
Tamamdır;2;Normal;Tamamdır
OKAN BEY EVE ULASTI MI;2;Normal;OKAN BEY EVE ULASTI MI
KIGILI'da Sezon Finali! Sadece 23-24 Nisan'a ozel Gomlek 39,Triko 39,Pantolon 49,Yelek 89,Ceket 149,Takim Elbise 168 TL! Stoklarla SINIRLI firsati kacirmayin!;1;Promosyon;KIGILI'da Sezon Finali! Sadece 23-24 Nisan'a ozel Gomlek 39,Triko 39,Pantolon 49,Yelek 89,Ceket 149,Takim Elbise <PRICE>! Stoklarla SINIRLI firsati kacirmayin!
Pamuklu nevresim takimlari %50 indirimle 49,99TL'den baslayan fiyatlarla magazalarimizda! SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012;1;Promosyon;Pamuklu nevresim takimlari <PERCENT> indirimle <PRICE>'den baslayan fiyatlarla magazalarimizda! SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012
Gectik seni bekliyoruz;2;Normal;Gectik seni bekliyoruz
Kurban bayramınız mübarek olsun.;2;Normal;Kurban bayramınız mübarek olsun.
Ne güzel insansın sen hep var ol (:;2;Normal;Ne güzel insansın sen hep var ol (:
Kampanya: VakifBank Worldcardla giyim, egitim ve kirtasiye sektorundeki World uyesi is yerlerinde yapacaginiz işlemlerde +3 taksit firsati. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Mersis: 6233294113736392. Bilgi: <PHONE>;1;Promosyon;Kampanya: VakifBank Worldcardla giyim, egitim ve kirtasiye sektorundeki World uyesi is yerlerinde yapacaginiz işlemlerde +3 taksit firsati. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Mersis: 6233294113736392. Bilgi: <PHONE>
Merhaba suleyman, hediyeniz var! 100 TL ve uzeri bir alisverisinizde gecerli 20 TL indiriminiz sizi bekliyor. Son gun 8 Ekim.<URL>;1;Promosyon;Merhaba suleyman, hediyeniz var! <PRICE> ve uzeri bir alisverisinizde gecerli <PRICE> indiriminiz sizi bekliyor. Son gun 8 Ekim.<URL>
Mobil Operatör: ceza işlemi başlatıldı. 48 saat içinde işlem yapmazsanızhukuki süreç başlatılacaktır. Dosya no: 970068. Tel: <PHONE>;0;Dolandiricilik;Mobil Operatör: ceza işlemi başlatıldı. 48 saat içinde işlem yapmazsanızhukuki süreç başlatılacaktır. Dosya no: 970068. Tel: <PHONE>
10 tl dedi bu sene piyasa çok pahalıymış fabrikalar bile 9 tl den alıyormuş;2;Normal;<PRICE> dedi bu sene piyasa çok pahalıymış fabrikalar bile <PRICE> den alıyormuş
Haber var m? Zehra ablam;2;Normal;Haber var m? Zehra ablam
Yağız nasılsın görüşemez olduk :);2;Normal;Yağız nasılsın görüşemez olduk :)
Yuksek oranlar, tam 400TL ilk uye, aninda cekim! 10TL FREE icin linkten uye olurken kod: 1583MA gir! <URL>;1;Promosyon;Yuksek oranlar, tam <PRICE> ilk uye, aninda cekim! <PRICE> FREE icin linkten uye olurken kod: 1583MA gir! <URL>
Ödeme Merkezi uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Ödeme Merkezi uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: <URL>
Marks&Spencer'da Bayram'a ozel her 200TL alisverisinize, 100TL ve uzeri sezon urunlerinde gecerli 50TL Hediye Ceki. Son gun 28 Eylul Pazartesi. Sms ret icin MS yazin 3525'e gonderin. Mersis No:0396007527100022;1;Promosyon;Marks&Spencer'da Bayram'a ozel her <PRICE> alisverisinize, <PRICE> ve uzeri sezon urunlerinde gecerli <PRICE> Hediye Ceki. Son gun 28 Eylul Pazartesi. Sms ret icin MS yazin 3525'e gonderin. Mersis No:0396007527100022
kardes cok yogunsun biliyoruz ama bi tebrik ve basarida ben diliyim dedim :) sana guveniyoruz ne is yaparsan yap hep en iyisini hedefle bunu yapacak guctesin. basarilar kardesim;2;Normal;kardes cok yogunsun biliyoruz ama bi tebrik ve basarida ben diliyim dedim :) sana guveniyoruz ne is yaparsan yap hep en iyisini hedefle bunu yapacak guctesin. basarilar kardesim
Mobil Operatör hesabınızda şüpheli aktivite: Kimlik doğrulama eksik. Hemen kontrol edin: <URL>;0;Dolandiricilik;Mobil Operatör hesabınızda şüpheli aktivite: Kimlik doğrulama eksik. Hemen kontrol edin: <URL>
TOKİ konut başvurusu sonuçları ilan edildiğinde resmi kanallardan bilgilendirme yapılacaktır.;2;Normal;TOKİ konut başvurusu sonuçları ilan edildiğinde resmi kanallardan bilgilendirme yapılacaktır.
Son çağrı: Adalet Bakanlığı - gümrükte bekliyor. 3 gün içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>;0;Dolandiricilik;Son çağrı: Adalet Bakanlığı - gümrükte bekliyor. 3 gün içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>
Garanti BBVA: Hesabınızdan 420 TL çekim yapılmıştır. Siz yapmadıysanız itiraz için tıklayın: <URL>;0;Dolandiricilik;Garanti BBVA: Hesabınızdan <PRICE> çekim yapılmıştır. Siz yapmadıysanız itiraz için tıklayın: <URL>
HGS hattınız için cezai işlem uygulanmıştır.;0;Dolandiricilik;HGS hattınız için cezai işlem uygulanmıştır.
Neredesin abi;2;Normal;Neredesin abi
Ben daha baslamadim bile;2;Normal;Ben daha baslamadim bile
"Tahminen 6 gibi muğlada oluruz balıkesiri geçtik şimdi ;)";2;Normal;"Tahminen 6 gibi muğlada oluruz balıkesiri geçtik şimdi ;)"
VakifBank Worldcarda 31 Marta kadar gida,giyimde ilk 100TL sonrasi her 100TLye 10TL,maks.50TL Worldpuan.BAHAR yaz,kart son 6 hane 6635e gonder. vakifkart<URL>;1;Promosyon;VakifBank Worldcarda 31 Marta kadar gida,giyimde ilk <PRICE> sonrasi her 100TLye <PRICE>,maks.<PRICE> Worldpuan.BAHAR yaz,kart son 6 hane 6635e gonder. vakifkart<URL>
Kargo işleminizin devamı için bilgi güncellemesi gerekmektedir <URL>;0;Dolandiricilik;Kargo işleminizin devamı için bilgi güncellemesi gerekmektedir <URL>
Bir sürü site var onları bir ara yazarım ben sana;2;Normal;Bir sürü site var onları bir ara yazarım ben sana
Web sayfasında nerede ?;2;Normal;Web sayfasında nerede ?
HGS'nizi otomatik yukleme kolayligi ile Garanti'den alin, 10 TL Bonus kazanin! Siz giselerden rahatca gecerken, bakiyenizi biz takip edelim. HGS'nizi subeden hemen alabilir ya da internet subesi/ <PHONE>;1;Promosyon;HGS'nizi otomatik yukleme kolayligi ile Garanti'den alin, <PRICE> Bonus kazanin! Siz giselerden rahatca gecerken, bakiyenizi biz takip edelim. HGS'nizi subeden hemen alabilir ya da internet subesi/ <PHONE>
Kampanya: %40! Sac Boyasi,Agiz Bakim,Epilasyonda %40 indirimli urunler icin hemen tikla: <URL>;1;Promosyon;Kampanya: <PERCENT>! Sac Boyasi,Agiz Bakim,Epilasyonda <PERCENT> indirimli urunler icin hemen tikla: <URL>
Secim oncesi yatiriminizi altindan yana yapin taksitli altin alisverisinin keyfini cikarin <URL>;1;Promosyon;Secim oncesi yatiriminizi altindan yana yapin taksitli altin alisverisinin keyfini cikarin <URL>
Kampanya: VakifBank Worldcardla 26 Eylul ? 23 Ekim arasinda CarrefourSA da yapacaginiz toplam 200 TL alisverisinize 20 TL Worldpuan. Katilmak icin CARREFOURSA yazin kart son 6 hanesini 6635e gonderin. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Promosyon;Kampanya: VakifBank Worldcardla 26 Eylul ? 23 Ekim arasinda CarrefourSA da yapacaginiz toplam <PRICE> alisverisinize <PRICE> Worldpuan. Katilmak icin CARREFOURSA yazin kart son 6 hanesini 6635e gonderin. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.
Bugüne Özel Geciktirici,Büyütücü,Sertlestirici Bitkisel Kapsül+Bayan istek Arttirici SET gizli kutusunda Tanitima özel ÜCRETSIZ : <PHONE>;1;Promosyon;Bugüne Özel Geciktirici,Büyütücü,Sertlestirici Bitkisel Kapsül+Bayan istek Arttirici SET gizli kutusunda Tanitima özel ÜCRETSIZ : <PHONE>
Hopi'yle herkesten once siz tanisin istedik. Ustelik hemen indiren 1 milyon kisiye 25 TL degerinde 25 Paracik hediye! Hopi'yi indirin! <URL>;1;Promosyon;Hopi'yle herkesten once siz tanisin istedik. Ustelik hemen indiren 1 milyon kisiye <PRICE> degerinde 25 Paracik hediye! Hopi'yi indirin! <URL>
Iste yilin son ugurlu kampanyasi karsinizda, 11-22-44 TL degerinde uc kupon sizin icin bir arada! Keyifli alisverisler dileriz. <URL>;1;Promosyon;Iste yilin son ugurlu kampanyasi karsinizda, 11-22-<PRICE> degerinde uc kupon sizin icin bir arada! Keyifli alisverisler dileriz. <URL>
Nabalım;2;Normal;Nabalım
Ya fiyata gelince piyasayı bilmiyorum ama çok uygun geldi bana bi de o senin için başka bi anlamda olacak evladiyelik;2;Normal;Ya fiyata gelince piyasayı bilmiyorum ama çok uygun geldi bana bi de o senin için başka bi anlamda olacak evladiyelik
Hocayla toplantıdayız;2;Normal;Hocayla toplantıdayız
Mobil Operatör: kargonuz iade edildi. Borç tutarı: 6685 TL. icra işlemi uygulanacaktır. Detay: <URL>;0;Dolandiricilik;Mobil Operatör: kargonuz iade edildi. Borç tutarı: 6685 TL. icra işlemi uygulanacaktır. Detay: <URL>
YILBASI ALANYA 5YILDIZ FIRST CLASS OTELDE 3GECE 4GUN H.DAHIL KONAKLAMA+BANU ALKAN ESLIGINDE GALA YEMEGI 289TL-12 YAS FREE 6TAKSIT <URL>;1;Promosyon;YILBASI ALANYA 5YILDIZ FIRST CLASS OTELDE 3GECE 4GUN H.DAHIL KONAKLAMA+BANU ALKAN ESLIGINDE GALA YEMEGI <PRICE>-12 YAS FREE 6TAKSIT <URL>
Dikkat! Vergi Dairesi tarafından vergisel yükümlülük tespit edildi. 48 saat içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Link: <URL>;0;Dolandiricilik;Dikkat! Vergi Dairesi tarafından vergisel yükümlülük tespit edildi. 48 saat içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Link: <URL>
Hocam, sonuç bölümünüde gönderdim.;2;Normal;Hocam, sonuç bölümünüde gönderdim.
SEZONU BITIRIYORUZ 1 ALANA 1 BEDAVA KAMPANYAMIZ BASLAMISTIR. IYI ALISVERISLER DILERIZ. GULTEKIN AYAKKABI;1;Promosyon;SEZONU BITIRIYORUZ 1 ALANA 1 BEDAVA KAMPANYAMIZ BASLAMISTIR. IYI ALISVERISLER DILERIZ. GULTEKIN AYAKKABI
Değişiklik dediğin nedir?;2;Normal;Değişiklik dediğin nedir?
Henuz indirmediysen, Galatasaray-Trabzonspor, Besiktas-Kasimpasa ve Bursaspor-Fenerbahce maclarinda takimina ozel GollerCepte uygulamasini bir kez dene, vazgecemeyeceksin! UCRETSIZ indir UCRETSIZ kullan: <URL>;1;Promosyon;Henuz indirmediysen, Galatasaray-Trabzonspor, Besiktas-Kasimpasa ve Bursaspor-Fenerbahce maclarinda takimina ozel GollerCepte uygulamasini bir kez dene, vazgecemeyeceksin! UCRETSIZ indir UCRETSIZ kullan: <URL>
Gelcen az bi işi bekle;2;Normal;Gelcen az bi işi bekle
İyi yapmışsın, biraz utandım ?? çok sevindim ama görünce;2;Normal;İyi yapmışsın, biraz utandım ?? çok sevindim ama görünce
On Collective Memory olabilir mi?;2;Normal;On Collective Memory olabilir mi?
Ogretmenim,Kasim'da Happy Kart'a basvurun,Aralik'ta ilk alisverisinize 50TL Bonus Hediye! 'OGRT' bosluk TC Kimlik Numaranizi yazin 2442'ye gonderin!<PHONE>;1;Promosyon;Ogretmenim,Kasim'da Happy Kart'a basvurun,Aralik'ta ilk alisverisinize <PRICE> Bonus Hediye! 'OGRT' bosluk TC Kimlik Numaranizi yazin 2442'ye gonderin!<PHONE>
Indirim:Watsons Cilt Bakim Haftasi! Watsons Card'a ozel %40 indirimler icin hemen tikla: <URL>;1;Promosyon;Indirim:Watsons Cilt Bakim Haftasi! Watsons Card'a ozel <PERCENT> indirimler icin hemen tikla: <URL>
Bayan ve Cocuk Ic Giyimde %30 Indirim ve Erkek Ic Giyimde 5 Al 4 Ode Kampanyamiz Baslamistir. Bu mesaji almak istemiyorsan RET yaz 3347'ye SMS gonder;1;Promosyon;Bayan ve Cocuk Ic Giyimde <PERCENT> Indirim ve Erkek Ic Giyimde 5 Al 4 Ode Kampanyamiz Baslamistir. Bu mesaji almak istemiyorsan RET yaz 3347'ye SMS gonder
Yetkiyi 7 yapman lazim;2;Normal;Yetkiyi 7 yapman lazim
Bugüne Özel %50 + 10 indirim ile Erken AL az ÖDE !!! Çeşmede 1 haftalık Herşey Dahil Tatil 500 TL <URL>;1;Promosyon;Bugüne Özel <PERCENT> + 10 indirim ile Erken AL az ÖDE !!! Çeşmede 1 haftalık Herşey Dahil Tatil <PRICE> <URL>
Acil: E-Devlet - ceza işlemi başlatıldı. bugün işlem yapın yoksa şikayetçi olunacaktır. İletişim: <PHONE>;0;Dolandiricilik;Acil: E-Devlet - ceza işlemi başlatıldı. bugün işlem yapın yoksa şikayetçi olunacaktır. İletişim: <PHONE>
Vergi Dairesi uyarısı: Borcunuz nedeniyle banka hesaplarınıza bloke gelebilir. Detaylar: <URL>;0;Dolandiricilik;Vergi Dairesi uyarısı: Borcunuz nedeniyle banka hesaplarınıza bloke gelebilir. Detaylar: <URL>
Yok Ali Atay ilk defa yönetmenlik yaptı ya o bağlamda söyledim;2;Normal;Yok Ali Atay ilk defa yönetmenlik yaptı ya o bağlamda söyledim
SGK kaydınız askıya alındı. Ayrıntılar için arayın: <PHONE>;0;Dolandiricilik;SGK kaydınız askıya alındı. Ayrıntılar için arayın: <PHONE>
numaram değişti <PHONE>;2;Normal;numaram değişti <PHONE>
Kampanya:VakifBank Worldcarddan 31 Temmuza kadar mobilya,kuyum,elektronik esya,konaklamada toplam 3500TL alisverise 50TL, 6000TL alisverise 100TL Worldpuan.Katilmak icin EV yaz kart son 6 haneyi 6635e gonder. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Bilgi: <URL>;1;Promosyon;Kampanya:VakifBank Worldcarddan 31 Temmuza kadar mobilya,kuyum,elektronik esya,konaklamada toplam 3500TL alisverise <PRICE>, 6000TL alisverise <PRICE> Worldpuan.Katilmak icin EV yaz kart son 6 haneyi 6635e gonder. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Bilgi: <URL>
Dikkat! Elektrik Dağıtım tarafından Kimlik doğrulama eksik. 3 gün içinde yoklama yapılacaktır. adli işlem başlatılacak. Link: <URL>;0;Dolandiricilik;Dikkat! Elektrik Dağıtım tarafından Kimlik doğrulama eksik. 3 gün içinde yoklama yapılacaktır. adli işlem başlatılacak. Link: <URL>
Kampanya:Yapı Market ve Bahçe'de 100TL üzerine,Gourmetina mangallar %50 indirimli!<URL>;1;Promosyon;Kampanya:Yapı Market ve Bahçe'de <PRICE> üzerine,Gourmetina mangallar <PERCENT> indirimli!<URL>
Geçmiş olsun :(;2;Normal;Geçmiş olsun :(
DERIMOD'dan cifte firsat! Yeni sezonun en güzel DERI CEKET ve AYAKKABILARINDA yılbaşına ozel ETIKETIN YARISI + 2. Urune %30 indirim daha. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gönderebilirsiniz. MERSIS NO:0293000831300010;1;Promosyon;DERIMOD'dan cifte firsat! Yeni sezonun en güzel DERI CEKET ve AYAKKABILARINDA yılbaşına ozel ETIKETIN YARISI + 2. Urune <PERCENT> indirim daha. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gönderebilirsiniz. MERSIS NO:0293000831300010
Anladım faydalı olur diyorsun yanı;2;Normal;Anladım faydalı olur diyorsun yanı
GERCEK KALITENIN DAIMI ADRESI MADAME COCO'DA DEV KAMPANYA! TUM URUNLERDE EN AZ %70 INDIRIM 17 OCAK'A KADAR!CIKIS:3172YE MC MERSIS0273064836200012 madamecoco<URL>;1;Promosyon;GERCEK KALITENIN DAIMI ADRESI MADAME COCO'DA DEV KAMPANYA! TUM URUNLERDE EN AZ <PERCENT> INDIRIM 17 OCAK'A KADAR!CIKIS:3172YE MC MERSIS0273064836200012 madamecoco<URL>
TOKİ konut başvurunuzla ilgili bilgilendirme yapılmıştır.;2;Normal;TOKİ konut başvurunuzla ilgili bilgilendirme yapılmıştır.
Eren Perakende'nin geleneksel Lacoste, Burberry, Nautica, SuperStep, Gant, G-Star ve SuperKids seri sonu satislari basladi.  Harita ve bilgi: <URL>;1;Promosyon;Eren Perakende'nin geleneksel Lacoste, Burberry, Nautica, SuperStep, Gant, G-Star ve SuperKids seri sonu satislari basladi.  Harita ve bilgi: <URL>
Kardesim saat 8-8:30 arasi bekliyoruz. Sakin gec kalma erken gelllll aman gec kalma erken gellll??;2;Normal;Kardesim saat 8-8:30 arasi bekliyoruz. Sakin gec kalma erken gelllll aman gec kalma erken gellll??
DIGITURK SISTEMINI EVINIZE UCRETSIZ KURUYORUZ! 152 KANAL+AYDA 1000 FILM ILK 3AY SADECE 19.90TL HEMEN ARAYANA 12 AY HD HEDIYE ILK AY LIGTV UCRETSIZ! <PHONE>;1;Promosyon;DIGITURK SISTEMINI EVINIZE UCRETSIZ KURUYORUZ! 152 KANAL+AYDA 1000 FILM ILK 3AY SADECE <PRICE> HEMEN ARAYANA 12 AY HD HEDIYE ILK AY LIGTV UCRETSIZ! <PHONE>
tamam canım o zaman başka zamana;2;Normal;tamam canım o zaman başka zamana
